Hole Depth,Weight on Bit,Rate Of Penetration
13255,26.8,175.82
13256,25.1,180.87
13257,23,212.23
13258,23.2,216.26
13259,24,215.22
13260,23.9,209.6
13261,23.9,198.15
13262,24,198.07
13263,26.9,195.38
13264,27,170.22
13265,27.3,177.13
13266,27.6,180.88
13267,27.9,189.25
13268,27.6,190.27
13269,25.9,206.67
13270,25.7,215.27
13271,25.4,216.29
13272,25,216.24
13273,24.5,216.59
13274,24.7,217.1
13275,24.5,217.01
13276,27.7,216.67
13277,28.1,214.45
13278,27,206.34
13279,25.6,212.09
13280,27.1,216
13281,27.6,214.63
13282,28.4,201.75
13283,28.5,178.48
13284,27.9,192.56
13285,27.2,190.64
13286,26.5,207.67
13287,26.9,210.76
13288,26.9,206.88
13289,27.6,210.74
13290,27.7,201.06
13291,27.8,183.53
13292,28.8,183.87
13293,27,194.19
13294,27.7,194.87
13295,21.8,111.62
13296,19.3,101.04
13297,19,101.29
13298,18.9,100.8
13299,18.1,101.12
13300,16.2,101.19
13301,4.4,33.3
13302,12.2,147.66
13303,19.4,148.93
13304,20.2,149.71
13305,20,151.59
13306,21,179.5
13307,22.1,203.84
13308,26.1,204.7
13309,25.8,208.46
13310,26.8,215.1
13311,31.5,216.05
13312,34.6,211.41
13313,34.8,172.45
13314,31.1,211.4
13315,29.4,215.16
13316,28.4,215.83
13317,27.9,214.68
13318,28.1,214.13
13319,28.5,213.62
13320,28.9,213.24
13321,27.9,205.57
13322,28,215.07
13323,28.3,215.24
13324,33.2,214.84
13325,35,205.07
13326,32.3,193.1
13327,30.4,213.41
13328,32.6,213.58
13329,35,204.63
13330,33.2,180.36
13331,30.1,212.89
13332,29.4,215.81
13333,28.4,218.87
13334,27.9,218.1
13335,27.8,224.01
13336,27.7,224.51
13337,27.6,224.68
13338,28,224.44
13339,28,224.63
13340,30.4,224.45
13341,31.1,223.24
13342,31.2,223.24
13343,29.3,224.61
13344,28.5,224.85
13345,28.8,224.59
13346,28.2,224.25
13347,27.9,223.09
13348,28.5,225.06
13349,29.2,224.8
13350,28.8,224.81
13351,26.8,187.55
13352,20.4,100.89
13353,16.2,75.54
13354,15.2,75.51
13355,13.6,61.01
13356,11.8,43.88
13357,11.9,44.09
13358,13.2,43.72
13359,14.3,55.39
13360,17.9,111.6
13361,19.8,124.77
13362,20,125.88
13363,19.4,125.71
13364,17.2,126.14
13365,17,125.72
13366,16.8,128.27
13367,17.5,149.95
13368,18.4,150.29
13369,18.9,150.31
13370,20,167.82
13371,20.7,175.16
13372,24,174.57
13373,24.7,189.6
13374,24.3,199.66
13375,23.6,200.6
13376,24,200.8
13377,24.4,200.53
13378,24.6,200.53
13379,25.6,200.86
13380,25.9,200.44
13381,26.5,218.21
13382,27.2,226.06
13383,28,226.32
13384,27.7,226.15
13385,28.2,226.25
13386,28.7,226.16
13387,29.3,225.99
13388,29.1,226.16
13389,28.8,225.72
13390,21.8,163.35
13391,24,201.11
13392,26.2,224.95
13393,27.8,226.37
13394,29,225.91
13395,29.5,225.82
13396,30.9,225.82
13397,10.6,115.95
13398,10.7,93.39
13399,11.6,74.33
13400,11,74.66
13401,11.9,117.75
13402,15,165.1
13403,20.3,194.03
13404,22.2,204.52
13405,21.6,205.18
13406,22,210.24
13407,22.9,223.77
13408,23.8,224.88
13409,24.4,225.13
13410,25.3,236.17
13411,26,240.85
13412,27.2,241.19
13413,28.2,241.1
13414,29.4,245.2
13415,30.8,250.65
13416,31.7,250.31
13417,30.6,222.22
13418,28,187.8
13419,28.7,223.41
13420,29.4,224.44
13421,29.5,223.5
13422,29.8,224.03
13423,34.3,224.12
13424,35.6,215.27
13425,33.4,179.85
13426,31.4,215.39
13427,30.6,224.53
13428,29.5,224.19
13429,28.9,222.42
13430,28.6,224.54
13431,28.8,224.79
13432,28.8,224.79
13433,30.1,224.62
13434,30.4,224.7
13435,31.3,224.02
13436,30.2,224.27
13437,28.2,225.03
13438,27.8,225.12
13439,28.1,224.79
13440,29.1,223.59
13441,29.6,223.85
13442,30.2,222.83
13443,31,220.6
13444,31.2,217.77
13445,30.5,212.37
13446,30.5,221.02
13447,31.1,223.59
13448,31.7,222.91
13449,31.6,207.11
13450,31.6,210.78
13451,31.1,215.65
13452,30.4,218.81
13453,30.9,220
13454,33.7,212.06
13455,35.4,199.25
13456,35.2,125.7
13457,35.1,118.17
13458,35.9,144.08
13459,36.5,145.79
13460,36.3,124.17
13461,35,169.18
13462,32.5,215.56
13463,31.4,224.69
13464,31.3,225.05
13465,31,224.87
13466,33.5,224.86
13467,34.2,221.26
13468,32.4,220.84
13469,33.7,222.84
13470,36.1,220.24
13471,36.4,146.21
13472,36.3,131.01
13473,33.3,195.48
13474,33.3,206.08
13475,31.8,206.93
13476,15.4,49.17
13477,16,49.46
13478,16,49.51
13479,12.7,49.53
13480,12.9,49.42
13481,14.1,49.56
13482,14.1,49.5
13483,13.9,49.7
13484,14.2,49.87
13485,16.3,100.25
13486,17.4,101.02
13487,17.6,103.76
13488,20.1,150.9
13489,22,166.69
13490,23,175.48
13491,8.9,39.32
13492,14,149.19
13493,16.6,149.44
13494,18.8,171.16
13495,20.7,199.16
13496,21.9,208.43
13497,23.5,224.04
13498,27.3,224.8
13499,27.7,224.71
13500,27.5,224.87
13501,25.8,225.79
13502,25.9,238.32
13503,25.8,241.24
13504,25.9,241.24
13505,26.4,241.25
13506,26.9,241.67
13507,27.6,241.34
13508,28.4,241
13509,28.4,241.43
13510,28.6,241.52
13511,29.1,241.1
13512,29.4,240.76
13513,30,240.67
13514,29.4,232.56
13515,28,197.79
13516,24.7,170.55
13517,22.7,147.66
13518,18.9,100.05
13519,17,79.48
13520,15.2,74.39
13521,14.6,74.11
13522,13.3,74.42
13523,11.9,73.64
13524,12.4,75.47
13525,12.7,75.42
13526,13.3,75.48
13527,13.7,75.51
13528,13.6,75.49
13529,14.1,75.48
13530,16.2,75.49
13531,15.3,75.51
13532,15.3,75.49
13533,13.2,75.5
13534,13.6,75.48
13535,14.7,75.48
13536,15,75.48
13537,15.9,100.53
13538,16.4,109.4
13539,17.6,139.63
13540,18.7,150.74
13541,19.4,150.4
13542,19.8,150.48
13543,20.2,150.39
13544,21.3,150.42
13545,21.1,148.8
13546,20.5,126.02
13547,20.6,125.26
13548,18.8,91.28
13549,16.8,75.49
13550,13.2,49.89
13551,12.9,49.78
13552,12.9,49.7
13553,13.4,49.73
13554,13.4,49.66
13555,13.2,49.77
13556,15.3,110.28
13557,17.4,125.24
13558,19.8,155.1
13559,21.7,185.11
13560,23.6,208.88
13561,25.1,223.88
13562,29.5,236.6
13563,30.1,255.98
13564,29.9,273.17
13565,30.7,276.21
13566,31.6,275.77
13567,32.1,276.19
13568,33.2,276.01
13569,33.4,275.22
13570,33.2,266.85
13571,33.3,262.16
13572,33.1,262.17
13573,33,261.15
13574,33.1,261.67
13575,33.1,261.67
13576,33,263.47
13577,32.7,264.22
13578,32.9,265.2
13579,32.8,264.33
13580,32.6,263.69
13581,32.9,264.12
13582,33,262.93
13583,32.8,257.9
13584,33,257.07
13585,32.9,256.56
13586,12.7,27.85
13587,15.4,147.6
13588,16.5,149.36
13589,17.3,149.87
13590,17.3,149.79
13591,17.4,149.88
13592,17.7,150.03
13593,22.1,168.61
13594,22.1,200.55
13595,23.8,215.02
13596,23.1,224.75
13597,24.1,229.82
13598,25.8,249.3
13599,27.3,252.71
13600,28.2,252.97
13601,28.9,252.71
13602,29.5,252.97
13603,29.5,253.05
13604,29.4,252.97
13605,29.9,252.54
13606,29.8,251.86
13607,28,228.24
13608,23.4,163.28
13609,17.1,77.45
13610,15.4,74.78
13611,14.8,74.54
13612,15,55.47
13613,20.4,48.44
13614,20.4,48.76
13615,12.3,48.56
13616,12.7,48.83
13617,11.7,65.36
13618,12.3,74.34
13619,11.7,64.96
13620,10.9,38.58
13621,9.8,38.65
13622,9.2,38.48
13623,10.2,38.48
13624,10.3,38.61
13625,13.3,38.54
13626,12.3,38.6
13627,11.9,38.53
13628,9.3,38.6
13629,9.4,38.56
13630,9.8,38.7
13631,9.8,38.55
13632,10.3,38.57
13633,9.9,43.85
13634,12.9,122.56
13635,13.1,124.01
13636,11.5,50.06
13637,10.3,38.79
13638,9.7,38.72
13639,9.5,38.65
13640,10.3,38.6
13641,11.9,38.62
13642,12.2,38.68
13643,12.5,38.56
13644,15.2,38.63
13645,16.7,38.6
13646,17.3,38.64
13647,12.9,38.67
13648,11.3,38.6
13649,11.2,38.59
13650,9.7,38.72
13651,12,38.63
13652,14.8,47.49
13653,15.3,89.57
13654,17.2,111.76
13655,18.5,125.33
13656,19.5,146.38
13657,24.1,174.65
13658,24,174.65
13659,26,194.62
13660,28.4,204.09
13661,29.4,234.25
13662,30,251.67
13663,31.1,258.72
13664,34.6,259.96
13665,36.1,249.29
13666,36.4,157.14
13667,32.8,208.45
13668,31.5,235.42
13669,31.2,246.97
13670,31.1,251.01
13671,31.2,251.62
13672,31.5,250.42
13673,31.7,248.44
13674,32,240.63
13675,32.1,236.06
13676,32.2,235.46
13677,32.8,235.98
13678,32.4,226.89
13679,32.1,226.15
13680,32.5,227.69
13681,15.9,73.8
13682,19.5,194.89
13683,22,203.51
13684,23.4,218.72
13685,24,219.23
13686,26.2,247.59
13687,28.6,252.63
13688,30.5,252.45
13689,31.5,252.63
13690,32.1,252.97
13691,31.9,252.63
13692,31.3,252.46
13693,31,251.34
13694,29.9,236.93
13695,29.6,240.21
13696,30.4,248.37
13697,30.5,245.61
13698,31,241.86
13699,32.1,252.2
13700,32.9,252.37
13701,32.2,243.16
13702,30,221.19
13703,29.4,219.43
13704,30.4,225.27
13705,30.8,241.08
13706,31.2,242.78
13707,31,225.79
13708,30.9,234.68
13709,31.3,248.09
13710,31.5,247.92
13711,32,243.41
13712,31.7,245.02
13713,31,244.1
13714,30.1,232.74
13715,31.3,231.11
13716,31.2,211.05
13717,28.4,227.01
13718,29.2,254.08
13719,29.9,254.53
13720,32.5,252.77
13721,32.8,251.23
13722,31.7,250.11
13723,29.3,204.82
13724,28.8,227.33
13725,30,249.15
13726,30.6,249.24
13727,30.1,235.66
13728,29.6,238.37
13729,29.7,248.47
13730,29.7,250.5
13731,30.5,254.24
13732,31,254.66
13733,31.1,254.58
13734,31.5,254.92
13735,31.6,254.82
13736,32.3,254.57
13737,32.4,251.33
13738,32.3,250.14
13739,32,245.1
13740,29.3,196.68
13741,28.3,194.89
13742,28.9,211.2
13743,29.6,227.76
13744,31.3,239.57
13745,31.6,239.29
13746,30.3,216.68
13747,30.4,224.88
13748,30,223.86
13749,29.9,226.73
13750,30.4,250.21
13751,33.1,252.43
13752,34.7,249.79
13753,31.9,223.49
13754,30.3,241.43
13755,31.3,247.31
13756,31.6,252.79
13757,31.4,253.46
13758,31.8,253.02
13759,32.2,249.94
13760,31.7,254.75
13761,31.4,254.85
13762,31.7,254.97
13763,31.5,254.88
13764,32.1,254.78
13765,32.1,254.68
13766,31.7,245.2
13767,32,242.46
13768,31.9,241.44
13769,32.1,240.83
13770,31.9,245.2
13771,32.2,250.66
13772,32.4,249.29
13773,32.6,250.15
13774,32.4,247.59
13775,31.9,242.45
13776,12.9,40.27
13777,13.3,99.15
13778,13.3,100.08
13779,13.9,100.35
13780,14,99.87
13781,13.8,100.18
13782,14.4,100.05
13783,13.8,94.28
13784,12.4,48.49
13785,11.5,48.46
13786,9.4,48.62
13787,10.5,48.5
13788,11.2,48.9
13789,11.3,48.85
13790,13.8,119.01
13791,17.8,180.62
13792,20.9,198.47
13793,23.1,209.12
13794,24.3,221.27
13795,25.6,231.81
13796,26.8,243.16
13797,27.7,254.71
13798,28.9,255.05
13799,29.3,255.19
13800,30,254.85
13801,30,254.87
13802,30.5,255.02
13803,30.6,254.96
13804,30.4,248.01
13805,30.4,241.09
13806,30.5,243.9
13807,29.8,232.95
13808,29.7,220.58
13809,29.6,223.82
13810,29.8,222.62
13811,29.5,201.61
13812,27.9,210.97
13813,29,240.07
13814,30.2,248.32
13815,32.3,247.56
13816,31.4,227.82
13817,30.2,230.02
13818,28.9,243.96
13819,30.1,252.08
13820,30.4,251.69
13821,30.9,248.39
13822,30.4,239.28
13823,28.6,198.15
13824,28.6,225.3
13825,29.8,246.9
13826,30.1,246.13
13827,29.7,215.73
13828,30.1,235.97
13829,31,242.98
13830,30.8,243.83
13831,30.9,233.32
13832,31.2,223.58
13833,31.3,237.33
13834,31.2,238.61
13835,30.1,209.07
13836,30.7,211.54
13837,31,222.65
13838,30.4,209.58
13839,29.7,162.01
13840,30.4,199.51
13841,29.1,180.38
13842,28.9,204.45
13843,30.1,208.64
13844,29.9,204.2
13845,29.6,185.34
13846,30.7,196.53
13847,30.7,161.14
13848,31.9,222.97
13849,33,225.27
13850,29.2,154.83
13851,32,247.32
13852,32.3,247.92
13853,30.8,180.96
13854,30.6,196.38
13855,30.9,197.9
13856,30.4,192.42
13857,31.8,206.61
13858,31.6,209.14
13859,30.6,175.5
13860,32.3,207.26
13861,31.7,207.69
13862,30.4,177.84
13863,31.8,206.74
13864,31.7,205.28
13865,29.9,189.51
13866,30.7,194.63
13867,30.7,194.45
13868,30.6,181.64
13869,31.9,204.79
13870,31.8,212.39
13871,13.6,44.39
13872,18.5,149.95
13873,20.9,150.37
13871,22.1,149.55
13872,22.9,150.32
13873,23.5,150.22
13874,24,150.3
