Attribute,Value
Rate Of Penetration (ft/s),2.5935
Rate Of Penetration (ft/s),3.871833333
Rate Of Penetration (ft/s),3.934333333
Rate Of Penetration (ft/s),3.9415
Rate Of Penetration (ft/s),2.448333333
Rate Of Penetration (ft/s),3.833833333
Rate Of Penetration (ft/s),3.933
Rate Of Penetration (ft/s),2.559333333
Rate Of Penetration (ft/s),2.451166667
Rate Of Penetration (ft/s),3.943
Rate Of Penetration (ft/s),3.947166667
Rate Of Penetration (ft/s),3.781666667
Rate Of Penetration (ft/s),2.487833333
Rate Of Penetration (ft/s),2.536666667
Rate Of Penetration (ft/s),3.905166667
Rate Of Penetration (ft/s),3.808333333
Rate Of Penetration (ft/s),0.569
Rate Of Penetration (ft/s),4.165166667
Rate Of Penetration (ft/s),4.161666667
Rate Of Penetration (ft/s),4.162833333
Rate Of Penetration (ft/s),0.5645
Rate Of Penetration (ft/s),0.572666667
Rate Of Penetration (ft/s),3.989
Rate Of Penetration (ft/s),4.055333333
Rate Of Penetration (ft/s),4.156666667
Rate Of Penetration (ft/s),0.569666667
Rate Of Penetration (ft/s),4.1615
Rate Of Penetration (ft/s),4.119166667
Rate Of Penetration (ft/s),0.5705
Rate Of Penetration (ft/s),0.570166667
Rate Of Penetration (ft/s),4.1035
Rate Of Penetration (ft/s),4.100666667
Rate Of Penetration (ft/s),4.1645
Rate Of Penetration (ft/s),0.560666667
Rate Of Penetration (ft/s),0.570833333
Rate Of Penetration (ft/s),4.154833333
Rate Of Penetration (ft/s),4.161833333
Rate Of Penetration (ft/s),3.987
Rate Of Penetration (ft/s),3.987
Rate Of Penetration (ft/s),0.581833333
Rate Of Penetration (ft/s),0.5785
Rate Of Penetration (ft/s),3.985833333
Rate Of Penetration (ft/s),2.925333333
Rate Of Penetration (ft/s),0.598666667
Rate Of Penetration (ft/s),0.575333333
Rate Of Penetration (ft/s),0.575166667
Rate Of Penetration (ft/s),3.970166667
Rate Of Penetration (ft/s),3.991166667
Rate Of Penetration (ft/s),0.5745
Rate Of Penetration (ft/s),3.997
Rate Of Penetration (ft/s),3.992666667
Rate Of Penetration (ft/s),3.993833333
Rate Of Penetration (ft/s),0.570833333
Rate Of Penetration (ft/s),0.570166667
Rate Of Penetration (ft/s),3.997166667
Rate Of Penetration (ft/s),3.988333333
Rate Of Penetration (ft/s),3.9985
Rate Of Penetration (ft/s),0.573666667
Rate Of Penetration (ft/s),0.564666667
Rate Of Penetration (ft/s),3.979333333
Rate Of Penetration (ft/s),4.188833333
Rate Of Penetration (ft/s),0.568166667
Rate Of Penetration (ft/s),4.163166667
Rate Of Penetration (ft/s),0.5645
Rate Of Penetration (ft/s),4.127
Rate Of Penetration (ft/s),4.116333333
Rate Of Penetration (ft/s),0.570333333
Rate Of Penetration (ft/s),3.820333333
Rate Of Penetration (ft/s),4.048666667
Rate Of Penetration (ft/s),4.010833333
Rate Of Penetration (ft/s),0.569666667
Rate Of Penetration (ft/s),3.985666667
Rate Of Penetration (ft/s),3.970666667
Rate Of Penetration (ft/s),0.569666667
Rate Of Penetration (ft/s),4.001333333
Rate Of Penetration (ft/s),0.567833333
Rate Of Penetration (ft/s),4.026
Rate Of Penetration (ft/s),4.030166667
Rate Of Penetration (ft/s),0.570666667
Rate Of Penetration (ft/s),4.159166667
Rate Of Penetration (ft/s),0.570833333
Rate Of Penetration (ft/s),0.575333333
Rate Of Penetration (ft/s),4.092
Rate Of Penetration (ft/s),4.133666667
Rate Of Penetration (ft/s),4.1305
Rate Of Penetration (ft/s),0.570833333
Rate Of Penetration (ft/s),0.574833333
Rate Of Penetration (ft/s),4.1535
Rate Of Penetration (ft/s),4.123666667
Rate Of Penetration (ft/s),0.576
Rate Of Penetration (ft/s),0.5675
Rate Of Penetration (ft/s),4.069666667
Rate Of Penetration (ft/s),4.191666667
Rate Of Penetration (ft/s),0.569333333
Rate Of Penetration (ft/s),4.193166667
Rate Of Penetration (ft/s),0.569
Rate Of Penetration (ft/s),4.082666667
Rate Of Penetration (ft/s),4.0695
Rate Of Penetration (ft/s),0.570333333
Rate Of Penetration (ft/s),4.0935
Rate Of Penetration (ft/s),1.481166667
Rate Of Penetration (ft/s),0.6385
Rate Of Penetration (ft/s),1.339666667
Rate Of Penetration (ft/s),1.347
Rate Of Penetration (ft/s),1.346666667
Rate Of Penetration (ft/s),0.666833333
Rate Of Penetration (ft/s),0.6375
Rate Of Penetration (ft/s),1.344833333
Rate Of Penetration (ft/s),1.342333333
Rate Of Penetration (ft/s),1.346833333
Rate Of Penetration (ft/s),0.637333333
Rate Of Penetration (ft/s),1.345166667
Rate Of Penetration (ft/s),1.0665
Rate Of Penetration (ft/s),1.069833333
Rate Of Penetration (ft/s),1.0655
Rate Of Penetration (ft/s),1.059666667
Rate Of Penetration (ft/s),1.069166667
Rate Of Penetration (ft/s),0.5755
Rate Of Penetration (ft/s),1.062666667
Rate Of Penetration (ft/s),1.065166667
Rate Of Penetration (ft/s),1.066666667
Rate Of Penetration (ft/s),1.055666667
Rate Of Penetration (ft/s),1.340833333
Rate Of Penetration (ft/s),1.3465
Rate Of Penetration (ft/s),1.048333333
Rate Of Penetration (ft/s),0.637333333
Rate Of Penetration (ft/s),1.3385
Rate Of Penetration (ft/s),1.3455
Rate Of Penetration (ft/s),1.340166667
Rate Of Penetration (ft/s),1.069
Rate Of Penetration (ft/s),1.063166667
Rate Of Penetration (ft/s),1.347166667
Rate Of Penetration (ft/s),1.345666667
Rate Of Penetration (ft/s),0.640333333
Rate Of Penetration (ft/s),1.3435
Rate Of Penetration (ft/s),1.347166667
Rate Of Penetration (ft/s),1.344833333
Rate Of Penetration (ft/s),0.637333333
Rate Of Penetration (ft/s),0.6355
Rate Of Penetration (ft/s),1.346833333
Rate Of Penetration (ft/s),1.341666667
Rate Of Penetration (ft/s),1.339
Rate Of Penetration (ft/s),0.636666667
Rate Of Penetration (ft/s),0.555333333
Rate Of Penetration (ft/s),1.239833333
Rate Of Penetration (ft/s),1.246666667
Rate Of Penetration (ft/s),0.555333333
Rate Of Penetration (ft/s),1.244333333
Rate Of Penetration (ft/s),1.022
Rate Of Penetration (ft/s),1.240333333
Rate Of Penetration (ft/s),1.238
Rate Of Penetration (ft/s),0.557166667
Rate Of Penetration (ft/s),1.241
Rate Of Penetration (ft/s),1.240333333
Rate Of Penetration (ft/s),1.241166667
Rate Of Penetration (ft/s),0.662833333
Rate Of Penetration (ft/s),1.243
Rate Of Penetration (ft/s),1.241833333
Rate Of Penetration (ft/s),1.094666667
Rate Of Penetration (ft/s),1.2465
Rate Of Penetration (ft/s),0.564833333
Rate Of Penetration (ft/s),1.245166667
Rate Of Penetration (ft/s),1.242833333
Rate Of Penetration (ft/s),1.059
Rate Of Penetration (ft/s),1.249666667
Rate Of Penetration (ft/s),1.062666667
Rate Of Penetration (ft/s),1.065166667
Rate Of Penetration (ft/s),1.244
Rate Of Penetration (ft/s),1.240166667
Rate Of Penetration (ft/s),1.24
Rate Of Penetration (ft/s),1.061666667
Rate Of Penetration (ft/s),1.065333333
Rate Of Penetration (ft/s),1.240333333
Rate Of Penetration (ft/s),1.239166667
Rate Of Penetration (ft/s),1.060333333
Rate Of Penetration (ft/s),1.066
Rate Of Penetration (ft/s),1.239833333
Rate Of Penetration (ft/s),1.245666667
Rate Of Penetration (ft/s),1.063333333
Rate Of Penetration (ft/s),1.247166667
Rate Of Penetration (ft/s),1.060666667
Rate Of Penetration (ft/s),1.237833333
Rate Of Penetration (ft/s),1.2445
Rate Of Penetration (ft/s),1.0665
Rate Of Penetration (ft/s),1.241666667
Rate Of Penetration (ft/s),1.076333333
Rate Of Penetration (ft/s),0.570333333
Rate Of Penetration (ft/s),0.568
Rate Of Penetration (ft/s),0.642833333
Rate Of Penetration (ft/s),0.644
Rate Of Penetration (ft/s),1.071666667
Rate Of Penetration (ft/s),0.570166667
Rate Of Penetration (ft/s),0.571
Rate Of Penetration (ft/s),1.077333333
Rate Of Penetration (ft/s),1.072166667
Rate Of Penetration (ft/s),0.568666667
Rate Of Penetration (ft/s),1.084333333
Rate Of Penetration (ft/s),1.063333333
Rate Of Penetration (ft/s),1.0755
Rate Of Penetration (ft/s),1.0825
Rate Of Penetration (ft/s),1.0785
Rate Of Penetration (ft/s),0.57
Rate Of Penetration (ft/s),0.640166667
Rate Of Penetration (ft/s),0.642666667
Rate Of Penetration (ft/s),0.5685
Rate Of Penetration (ft/s),0.643666667
Rate Of Penetration (ft/s),1.153666667
Rate Of Penetration (ft/s),1.067166667
Rate Of Penetration (ft/s),1.059333333
Rate Of Penetration (ft/s),1.055166667
Rate Of Penetration (ft/s),0.570333333
Rate Of Penetration (ft/s),1.161666667
Rate Of Penetration (ft/s),1.063833333
Rate Of Penetration (ft/s),1.063333333
Rate Of Penetration (ft/s),1.068166667
Rate Of Penetration (ft/s),1.159666667
Rate Of Penetration (ft/s),1.063333333
Rate Of Penetration (ft/s),1.075166667
Rate Of Penetration (ft/s),0.5675
Rate Of Penetration (ft/s),0.568
Rate Of Penetration (ft/s),1.0735
Rate Of Penetration (ft/s),1.073
Rate Of Penetration (ft/s),1.037166667
Rate Of Penetration (ft/s),0.5705
Rate Of Penetration (ft/s),0.568833333
Rate Of Penetration (ft/s),1.076666667
Rate Of Penetration (ft/s),1.0795
Rate Of Penetration (ft/s),0.941
Rate Of Penetration (ft/s),1.084
Rate Of Penetration (ft/s),0.643833333
Rate Of Penetration (ft/s),0.643166667
Rate Of Penetration (ft/s),1.081
Rate Of Penetration (ft/s),1.349833333
Rate Of Penetration (ft/s),1.083166667
Rate Of Penetration (ft/s),1.34
Rate Of Penetration (ft/s),1.338333333
Rate Of Penetration (ft/s),1.078
Rate Of Penetration (ft/s),1.081833333
Rate Of Penetration (ft/s),1.3415
Rate Of Penetration (ft/s),1.311
Rate Of Penetration (ft/s),1.073833333
Rate Of Penetration (ft/s),1.0735
Rate Of Penetration (ft/s),1.346666667
Rate Of Penetration (ft/s),0.644166667
Rate Of Penetration (ft/s),0.644166667
Rate Of Penetration (ft/s),1.081333333
Rate Of Penetration (ft/s),1.0785
Rate Of Penetration (ft/s),0.645666667
Rate Of Penetration (ft/s),1.0755
Rate Of Penetration (ft/s),1.079166667
Rate Of Penetration (ft/s),1.319833333
Rate Of Penetration (ft/s),1.078333333
Rate Of Penetration (ft/s),1.338333333
Rate Of Penetration (ft/s),1.078833333
Rate Of Penetration (ft/s),1.074166667
Rate Of Penetration (ft/s),1.077
Rate Of Penetration (ft/s),1.081833333
Rate Of Penetration (ft/s),1.079333333
Rate Of Penetration (ft/s),1.337
Rate Of Penetration (ft/s),1.328333333
Rate Of Penetration (ft/s),1.075333333
Rate Of Penetration (ft/s),1.333666667
Rate Of Penetration (ft/s),1.335666667
Rate Of Penetration (ft/s),1.0805
Rate Of Penetration (ft/s),1.3345
Rate Of Penetration (ft/s),1.076833333
Rate Of Penetration (ft/s),1.339833333
Rate Of Penetration (ft/s),1.339833333
Rate Of Penetration (ft/s),1.079333333
Rate Of Penetration (ft/s),1.0985
Rate Of Penetration (ft/s),1.6645
Rate Of Penetration (ft/s),1.669666667
Rate Of Penetration (ft/s),0.829166667
Rate Of Penetration (ft/s),0.829
Rate Of Penetration (ft/s),1.666833333
Rate Of Penetration (ft/s),0.682666667
Rate Of Penetration (ft/s),0.959833333
Rate Of Penetration (ft/s),0.4995
Rate Of Penetration (ft/s),0.8225
Rate Of Penetration (ft/s),1.660166667
Rate Of Penetration (ft/s),1.671
Rate Of Penetration (ft/s),0.830833333
Rate Of Penetration (ft/s),1.668166667
Rate Of Penetration (ft/s),1.6695
Rate Of Penetration (ft/s),1.668166667
Rate Of Penetration (ft/s),0.818666667
Rate Of Penetration (ft/s),0.828833333
Rate Of Penetration (ft/s),1.665333333
Rate Of Penetration (ft/s),1.665333333
Rate Of Penetration (ft/s),1.665333333
Rate Of Penetration (ft/s),0.828666667
Rate Of Penetration (ft/s),1.676833333
Rate Of Penetration (ft/s),0.611333333
Rate Of Penetration (ft/s),1.646833333
Rate Of Penetration (ft/s),1.688166667
Rate Of Penetration (ft/s),0.496666667
Rate Of Penetration (ft/s),1.672333333
Rate Of Penetration (ft/s),0.828666667
Rate Of Penetration (ft/s),1.684333333
Rate Of Penetration (ft/s),1.679666667
Rate Of Penetration (ft/s),0.826666667
Rate Of Penetration (ft/s),0.498
Rate Of Penetration (ft/s),1.154
Rate Of Penetration (ft/s),1.1685
Rate Of Penetration (ft/s),0.493
Rate Of Penetration (ft/s),0.497333333
Rate Of Penetration (ft/s),0.484666667
Rate Of Penetration (ft/s),1.169166667
Rate Of Penetration (ft/s),1.16
Rate Of Penetration (ft/s),0.497666667
Rate Of Penetration (ft/s),0.4935
Rate Of Penetration (ft/s),1.168833333
Rate Of Penetration (ft/s),1.667666667
Rate Of Penetration (ft/s),0.604
Rate Of Penetration (ft/s),0.809
Rate Of Penetration (ft/s),1.668
Rate Of Penetration (ft/s),1.664833333
Rate Of Penetration (ft/s),1.668166667
Rate Of Penetration (ft/s),0.494833333
Rate Of Penetration (ft/s),0.5025
Rate Of Penetration (ft/s),1.6675
Rate Of Penetration (ft/s),1.666833333
Rate Of Penetration (ft/s),0.812
Rate Of Penetration (ft/s),0.8105
Rate Of Penetration (ft/s),1.671833333
Rate Of Penetration (ft/s),0.826833333
Rate Of Penetration (ft/s),0.813166667
Rate Of Penetration (ft/s),0.83
Rate Of Penetration (ft/s),0.811666667
Rate Of Penetration (ft/s),1.669333333
Rate Of Penetration (ft/s),1.643833333
Rate Of Penetration (ft/s),0.809333333
Rate Of Penetration (ft/s),1.678166667
Rate Of Penetration (ft/s),0.495
Rate Of Penetration (ft/s),1.669666667
Rate Of Penetration (ft/s),1.668166667
Rate Of Penetration (ft/s),1.665333333
Rate Of Penetration (ft/s),0.8155
Rate Of Penetration (ft/s),0.494333333
Rate Of Penetration (ft/s),1.6705
Rate Of Penetration (ft/s),1.671833333
Rate Of Penetration (ft/s),1.670333333
Rate Of Penetration (ft/s),0.495166667
Rate Of Penetration (ft/s),1.668166667
Rate Of Penetration (ft/s),1.665333333
Rate Of Penetration (ft/s),0.496333333
Rate Of Penetration (ft/s),0.497833333
Rate Of Penetration (ft/s),1.666833333
Rate Of Penetration (ft/s),1.668166667
Rate Of Penetration (ft/s),1.669666667
Rate Of Penetration (ft/s),0.828833333
Rate Of Penetration (ft/s),0.822
Rate Of Penetration (ft/s),1.663833333
Rate Of Penetration (ft/s),1.669666667
Rate Of Penetration (ft/s),1.093833333
Rate Of Penetration (ft/s),1.257833333
Rate Of Penetration (ft/s),1.258
Rate Of Penetration (ft/s),1.2585
Rate Of Penetration (ft/s),1.093833333
Rate Of Penetration (ft/s),0.485833333
Rate Of Penetration (ft/s),1.256833333
Rate Of Penetration (ft/s),1.258
Rate Of Penetration (ft/s),1.258
Rate Of Penetration (ft/s),1.096333333
Rate Of Penetration (ft/s),1.2585
Rate Of Penetration (ft/s),1.678166667
Rate Of Penetration (ft/s),1.0995
Rate Of Penetration (ft/s),1.098666667
Rate Of Penetration (ft/s),1.672333333
Rate Of Penetration (ft/s),1.675333333
Rate Of Penetration (ft/s),1.261333333
Rate Of Penetration (ft/s),1.100166667
Rate Of Penetration (ft/s),1.097333333
Rate Of Penetration (ft/s),1.6725
Rate Of Penetration (ft/s),1.639833333
Rate Of Penetration (ft/s),1.257666667
Rate Of Penetration (ft/s),1.257833333
Rate Of Penetration (ft/s),1.097
Rate Of Penetration (ft/s),1.09
Rate Of Penetration (ft/s),1.258166667
Rate Of Penetration (ft/s),1.223166667
Rate Of Penetration (ft/s),1.247666667
Rate Of Penetration (ft/s),1.101833333
Rate Of Penetration (ft/s),1.098833333
Rate Of Penetration (ft/s),1.257666667
Rate Of Penetration (ft/s),1.258166667
Rate Of Penetration (ft/s),0.4815
Rate Of Penetration (ft/s),1.258166667
Rate Of Penetration (ft/s),1.258
Rate Of Penetration (ft/s),1.258166667
Rate Of Penetration (ft/s),0.4785
Rate Of Penetration (ft/s),1.078
Rate Of Penetration (ft/s),1.258166667
Rate Of Penetration (ft/s),1.257166667
Rate Of Penetration (ft/s),1.2575
Rate Of Penetration (ft/s),0.4815
Rate Of Penetration (ft/s),0.830666667
Rate Of Penetration (ft/s),1.674
Rate Of Penetration (ft/s),1.681
Rate Of Penetration (ft/s),0.825833333
Rate Of Penetration (ft/s),1.682833333
Rate Of Penetration (ft/s),1.080333333
Rate Of Penetration (ft/s),1.678666667
Rate Of Penetration (ft/s),1.674333333
Rate Of Penetration (ft/s),1.0775
Rate Of Penetration (ft/s),1.671166667
Rate Of Penetration (ft/s),1.685333333
Rate Of Penetration (ft/s),1.684333333
Rate Of Penetration (ft/s),0.828833333
Rate Of Penetration (ft/s),1.670333333
Rate Of Penetration (ft/s),1.656333333
Rate Of Penetration (ft/s),0.831833333
Rate Of Penetration (ft/s),1.683833333
Rate Of Penetration (ft/s),0.826
Rate Of Penetration (ft/s),1.678666667
Rate Of Penetration (ft/s),1.659
Rate Of Penetration (ft/s),0.83
Rate Of Penetration (ft/s),1.675166667
Rate Of Penetration (ft/s),1.0945
Rate Of Penetration (ft/s),1.092833333
Rate Of Penetration (ft/s),1.671
Rate Of Penetration (ft/s),1.674
Rate Of Penetration (ft/s),1.671
Rate Of Penetration (ft/s),1.100333333
Rate Of Penetration (ft/s),1.099666667
Rate Of Penetration (ft/s),1.675333333
Rate Of Penetration (ft/s),1.675333333
Rate Of Penetration (ft/s),1.095666667
Rate Of Penetration (ft/s),1.079666667
Rate Of Penetration (ft/s),1.675333333
Rate Of Penetration (ft/s),1.675333333
Rate Of Penetration (ft/s),1.074666667
Rate Of Penetration (ft/s),1.676833333
Rate Of Penetration (ft/s),1.082666667
Rate Of Penetration (ft/s),1.675333333
Rate Of Penetration (ft/s),1.679666667
Rate Of Penetration (ft/s),1.079833333
Rate Of Penetration (ft/s),1.675333333
Rate Of Penetration (ft/s),1.068166667
Rate Of Penetration (ft/s),1.158
Rate Of Penetration (ft/s),1.208
Rate Of Penetration (ft/s),1.2075
Rate Of Penetration (ft/s),1.160166667
Rate Of Penetration (ft/s),1.22
Rate Of Penetration (ft/s),1.158333333
Rate Of Penetration (ft/s),1.213333333
Rate Of Penetration (ft/s),1.222
Rate Of Penetration (ft/s),1.161333333
Rate Of Penetration (ft/s),1.214833333
Rate Of Penetration (ft/s),1.215833333
Rate Of Penetration (ft/s),1.216666667
Rate Of Penetration (ft/s),1.160666667
Rate Of Penetration (ft/s),0.916166667
Rate Of Penetration (ft/s),0.916166667
Rate Of Penetration (ft/s),1.159666667
Rate Of Penetration (ft/s),1.212166667
Rate Of Penetration (ft/s),1.1605
Rate Of Penetration (ft/s),1.214833333
Rate Of Penetration (ft/s),1.216
Rate Of Penetration (ft/s),1.156666667
Rate Of Penetration (ft/s),0.6485
Rate Of Penetration (ft/s),1.152666667
Rate Of Penetration (ft/s),1.16
Rate Of Penetration (ft/s),1.212
Rate Of Penetration (ft/s),1.205666667
Rate Of Penetration (ft/s),0.641833333
Rate Of Penetration (ft/s),1.1665
Rate Of Penetration (ft/s),1.158166667
Rate Of Penetration (ft/s),0.640333333
Rate Of Penetration (ft/s),0.640666667
Rate Of Penetration (ft/s),1.159166667
Rate Of Penetration (ft/s),1.1595
Rate Of Penetration (ft/s),1.206333333
Rate Of Penetration (ft/s),1.2175
Rate Of Penetration (ft/s),1.157333333
Rate Of Penetration (ft/s),1.211333333
Rate Of Penetration (ft/s),1.159
Rate Of Penetration (ft/s),1.208666667
Rate Of Penetration (ft/s),1.210833333
Rate Of Penetration (ft/s),1.159333333
Rate Of Penetration (ft/s),1.207333333
Rate Of Penetration (ft/s),1.072333333
Rate Of Penetration (ft/s),1.06
Rate Of Penetration (ft/s),1.1565
Rate Of Penetration (ft/s),1.156166667
Rate Of Penetration (ft/s),1.062333333
Rate Of Penetration (ft/s),1.067
Rate Of Penetration (ft/s),1.060166667
Rate Of Penetration (ft/s),1.162333333
Rate Of Penetration (ft/s),1.159333333
Rate Of Penetration (ft/s),1.066666667
Rate Of Penetration (ft/s),1.0685
Rate Of Penetration (ft/s),1.157
Rate Of Penetration (ft/s),1.239666667
Rate Of Penetration (ft/s),1.244666667
Rate Of Penetration (ft/s),1.247
Rate Of Penetration (ft/s),1.156666667
Rate Of Penetration (ft/s),1.157333333
Rate Of Penetration (ft/s),1.121333333
Rate Of Penetration (ft/s),1.237333333
Rate Of Penetration (ft/s),1.239166667
Rate Of Penetration (ft/s),1.155166667
Rate Of Penetration (ft/s),0.918
Rate Of Penetration (ft/s),1.159166667
Rate Of Penetration (ft/s),0.917
Rate Of Penetration (ft/s),0.919666667
Rate Of Penetration (ft/s),1.1565
Rate Of Penetration (ft/s),0.916833333
Rate Of Penetration (ft/s),1.160666667
Rate Of Penetration (ft/s),0.9195
Rate Of Penetration (ft/s),0.92
Rate Of Penetration (ft/s),1.16
Rate Of Penetration (ft/s),1.1595
Rate Of Penetration (ft/s),1.044666667
Rate Of Penetration (ft/s),0.892666667
Rate Of Penetration (ft/s),1.1605
Rate Of Penetration (ft/s),1.158166667
Rate Of Penetration (ft/s),1.067333333
Rate Of Penetration (ft/s),0.497166667
Rate Of Penetration (ft/s),0.917333333
Rate Of Penetration (ft/s),1.1605
Rate Of Penetration (ft/s),1.157333333
Rate Of Penetration (ft/s),0.892833333
Rate Of Penetration (ft/s),1.213333333
Rate Of Penetration (ft/s),1.0945
Rate Of Penetration (ft/s),1.212166667
